REC_ID,Species,Continent.of.Origin,Country.of.Origin,Harvest.Year,Expiration,Variety,Color,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Moisture,Quakers,Category.One.Defects,Category.Two.Defects,country_std,MeanAltitude_m,USD_per_kg,WSS,CQE,AltitudeBand
52,Arabica,North America,Guatemala,2016.0,05/16/17,Bourbon,Green,Washed,7.92,8.08,7.92,8.08,8.08,7.83,10.0,10.0,10.0,0.1,1,0,3,Guatemala,759.0,10.489329404411109,76.41,7.284545756363326,Low
53,Arabica,Africa,Uganda,2013.0,06/30/15,SL14,Green,Natural,8.17,8.17,7.92,8.08,7.83,7.75,10.0,10.0,10.0,0.12,0,0,0,Uganda,1100.0,1.4662288807336235,77.91999999999999,53.14313544350111,Low
54,Arabica,South America,Colombia,2013.0,07/26/14,Caturra,Blue-Green,Washed,8.0,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,0.0,0,1,0,Colombia,593.0,1.560655169120493,77.5,49.6586315372121,Low
56,Arabica,Africa,Ethiopia,2014.0,04/03/16,,Green,Washed,7.83,8.08,7.92,8.08,8.0,7.92,10.0,10.0,10.0,0.1,0,0,4,Ethiopia,1330.0,2.4390243902439024,75.83,31.0903,Mid
57,Arabica,North America,Guatemala,2012.0,07/03/13,Bourbon,Green,Washed,7.83,8.0,8.0,8.17,7.83,8.0,10.0,10.0,10.0,0.12,0,0,3,Guatemala,759.0,10.489329404411109,76.33,7.276918958031837,Low
58,Arabica,North America,Guatemala,2012.0,06/05/13,Catuai,Bluish-Green,Washed,8.0,8.0,7.83,8.33,7.83,7.83,10.0,10.0,10.0,0.1,0,0,1,Guatemala,759.0,10.489329404411109,77.32,7.371300587384012,Low
59,Arabica,Africa,Ethiopia,2017.0,06/23/18,Caturra,,Natural,7.83,8.0,7.83,8.17,7.92,8.0,10.0,10.0,10.0,0.09,4,0,7,Ethiopia,1330.0,2.4390243902439024,74.25,30.4425,Mid
60,Arabica,South America,Peru,2013.0,01/22/15,,Green,Washed,8.0,8.0,8.0,8.08,7.92,7.75,10.0,10.0,10.0,0.1,0,4,6,Peru,1555.0,37.63897972531066,72.75,1.9328366637706342,Mid
61,Arabica,Oceania,Papua New Guinea,2012.0,10/25/13,,Bluish-Green,Washed,8.33,8.42,7.83,8.33,8.0,8.25,9.33,9.33,10.0,0.12,0,0,1,Papua New Guinea,667.0,1.8347568988173455,77.32,42.14182273948075,Low
64,Arabica,North America,United States,2012.0,04/06/13,Hawaiian Kona,,Natural,7.83,8.0,7.92,7.75,8.08,8.0,10.0,10.0,10.0,0.0,0,0,1,United States,760.0,3.175206100885427,77.08,24.275589536851086,Low
66,Arabica,Africa,Kenya,2014.0,05/22/16,SL28,Green,Natural,7.92,7.92,7.83,8.08,7.83,7.92,10.0,10.0,10.0,0.1,0,0,3,Kenya,762.0,3.4132938673832114,76.0,22.265882444591597,Low
67,Arabica,Africa,Ethiopia,2015.0,03/30/16,Other,Green,Natural,7.83,8.0,7.83,7.92,7.83,8.08,10.0,10.0,10.0,0.12,0,0,7,Ethiopia,1330.0,2.4390243902439024,73.99,30.3359,Mid
68,Arabica,Africa,Uganda,2013.0,06/26/15,SL14,Green,Washed,8.33,7.92,7.67,7.92,7.67,7.92,10.0,10.0,10.0,0.12,0,0,1,Uganda,1100.0,1.4662288807336235,76.93,52.46793390231701,Low
69,Arabica,North America,Guatemala,2013.0,02/26/14,Bourbon,Green,Washed,8.0,7.83,7.67,8.33,7.83,8.0,10.0,10.0,10.0,0.11,0,0,1,Guatemala,759.0,10.489329404411109,77.16,7.356046990721034,Low
70,Arabica,Africa,Ethiopia,2015.0,03/30/16,,Green,Washed,7.75,7.83,7.83,8.17,7.92,7.83,10.0,10.0,10.0,0.1,0,0,18,Ethiopia,1330.0,2.4390243902439024,68.33,28.0153,Mid
71,Arabica,Africa,Uganda,2013.0,06/26/15,SL14,Green,Washed,8.08,8.0,7.83,7.67,8.0,7.83,10.0,10.0,10.0,0.12,0,0,5,Uganda,1100.0,1.4662288807336235,74.91,51.090249949597904,Low
72,Arabica,North America,United States,2012.0,04/06/13,Hawaiian Kona,,Natural,7.92,7.92,7.75,7.92,7.75,7.92,10.0,10.0,10.0,0.0,0,4,6,United States,760.0,3.175206100885427,72.18,22.732382625452924,Low
76,Arabica,North America,Guatemala,2014.0,05/22/16,Pacamara,Green,Natural,7.83,7.75,7.83,7.67,7.83,8.58,10.0,10.0,10.0,0.11,0,0,1,Guatemala,759.0,10.489329404411109,76.99,7.33984004426662,Low
77,Arabica,North America,Costa Rica,2014.0,05/01/15,Caturra,Bluish-Green,Washed,7.92,8.08,8.0,7.92,8.0,8.08,10.0,10.0,9.33,0.0,0,0,0,Costa Rica,746.0,1.6512292714600734,77.33,46.83177638416146,Low
78,Arabica,North America,Costa Rica,2014.0,05/01/15,Caturra,Bluish-Green,Washed,8.0,7.58,7.58,7.67,8.08,8.5,10.0,10.0,10.0,0.1,0,0,2,Costa Rica,746.0,1.6512292714600734,76.41,46.27461571852809,Low
79,Arabica,Africa,Kenya,2012.0,04/19/14,SL34,Green,Washed,7.83,8.08,7.75,8.08,7.92,7.75,10.0,10.0,10.0,0.0,0,0,2,Kenya,762.0,3.4132938673832114,76.41,22.386001020937417,Low
80,Arabica,Africa,Kenya,2012.0,03/12/14,SL34,Green,Washed,8.0,7.92,7.92,8.08,7.83,7.75,10.0,10.0,10.0,0.0,0,0,6,Kenya,762.0,3.4132938673832114,74.5,21.82642423844834,Low
84,Arabica,South America,Colombia,2015.0,04/07/16,Caturra,Green,Washed,8.17,7.92,7.83,8.0,7.58,7.83,10.0,10.0,10.0,0.11,0,0,0,Colombia,593.0,1.560655169120493,77.33,49.54970292609821,Low
85,Arabica,South America,Colombia,2014.0,01/17/15,Caturra,Green,Natural,7.58,8.08,7.92,7.83,8.0,7.92,10.0,10.0,10.0,0.12,0,0,2,Colombia,593.0,1.560655169120493,76.33,48.90894639013419,Low
86,Arabica,Asia,Indonesia,2012.0,11/26/13,Sumatra Lintong,Green,Honey,7.75,7.83,7.67,8.0,8.08,7.83,10.0,10.0,10.0,0.11,0,0,3,Indonesia,367.0,1.890738855860649,75.66,40.016102575709844,Low
87,Arabica,North America,Guatemala,2012.0,01/17/13,Caturra,,Washed,8.25,8.0,7.67,7.92,7.75,7.67,10.0,10.0,10.0,0.0,0,0,7,Guatemala,759.0,10.489329404411109,73.76,7.031908061632757,Low
88,Arabica,Africa,Ethiopia,2016.0,08/09/17,Other,Green,Natural,7.75,8.0,7.58,8.0,8.0,7.92,10.0,10.0,10.0,0.11,1,0,8,Ethiopia,1330.0,2.4390243902439024,73.25,30.032500000000002,Mid
89,Arabica,South America,Colombia,2015.0,08/17/16,Caturra,,Natural,8.17,7.83,7.58,8.08,8.0,7.75,10.0,10.0,10.0,0.0,0,0,0,Colombia,593.0,1.560655169120493,77.41,49.600963448975335,Low
90,Arabica,Africa,Ethiopia,2014.0,10/07/15,,Green,Natural,8.42,8.0,7.42,8.0,7.92,7.92,9.33,10.0,10.0,0.1,0,2,7,Ethiopia,1330.0,2.4390243902439024,72.51,29.729100000000003,Mid
91,Arabica,North America,United States,2014.0,03/10/15,Hawaiian Kona,Bluish-Green,Natural,7.58,7.83,7.83,7.92,7.83,8.17,10.0,10.0,10.0,0.11,0,2,2,United States,760.0,3.175206100885427,75.16,23.670904379731805,Low
92,Arabica,South America,Colombia,2012.0,03/16/13,Caturra,Green,Natural,7.83,8.0,7.75,7.75,7.83,7.83,10.0,10.0,10.0,0.11,0,0,8,Colombia,593.0,1.560655169120493,72.99,46.768819560014336,Low
96,Arabica,Africa,Uganda,2016.0,07/24/18,SL14,Green,Washed,8.17,7.92,7.75,7.75,7.67,7.75,10.0,10.0,10.0,0.11,0,0,1,Uganda,1100.0,1.4662288807336235,76.50999999999999,52.18148476363283,Low
97,Arabica,South America,Colombia,2016.0,02/15/18,Caturra,Green,Washed,8.0,7.92,7.75,7.92,7.75,7.83,10.0,10.0,10.0,0.0,0,0,3,Colombia,593.0,1.560655169120493,75.67,48.48604707639793,Low
98,Arabica,North America,Costa Rica,2016.0,01/30/18,Catuai,Green,Washed,7.83,8.0,7.58,7.92,7.92,7.83,10.0,10.0,10.0,0.12,1,1,1,Costa Rica,746.0,1.6512292714600734,76.08,46.074764610203076,Low
99,Arabica,North America,Mexico,2015.0,09/21/17,Typica,Green,Washed,7.83,8.0,7.83,7.75,7.67,7.83,10.0,10.0,10.0,0.09,0,0,3,Mexico,1111.0,3.033154552983397,75.41,24.8619048857326,Low
100,Arabica,Africa,Kenya,2015.0,05/07/17,,Green,Washed,8.17,7.83,7.92,7.75,7.67,7.83,10.0,10.0,10.0,0.11,5,0,7,Kenya,762.0,3.4132938673832114,73.67,21.583257364382405,Low
101,Arabica,Africa,Kenya,2012.0,04/19/14,SL34,Green,Washed,7.75,7.83,7.75,8.08,8.0,7.75,10.0,10.0,10.0,0.0,0,0,5,Kenya,762.0,3.4132938673832114,74.66,21.873299780436952,Low
106,Arabica,South America,Colombia,2016.0,11/25/17,Caturra,,Washed,7.92,7.92,7.67,7.83,7.92,7.83,10.0,10.0,10.0,0.0,6,1,2,Colombia,593.0,1.560655169120493,75.59,48.43478655352081,Low
107,Arabica,South America,Colombia,2015.0,10/25/16,Caturra,Green,Washed,7.92,7.83,7.75,7.83,7.75,8.0,10.0,10.0,10.0,0.12,0,0,1,Colombia,593.0,1.560655169120493,76.58,49.069135524125194,Low
109,Arabica,Africa,Tanzania,2014.0,12/12/15,Other,Green,Washed,8.0,7.83,7.83,7.92,7.75,7.75,10.0,10.0,10.0,0.12,0,0,2,Tanzania,1020.0,0.4883227176220807,76.08,155.79860869565218,Low
110,Arabica,South America,Colombia,2012.0,12/11/13,Caturra,Green,Washed,7.75,7.92,7.83,7.75,7.75,8.0,10.0,10.0,10.0,0.11,0,0,3,Colombia,593.0,1.560655169120493,75.5,48.37711846528405,Low
111,Arabica,North America,Mexico,2012.0,07/11/13,Typica,,Honey,7.75,8.0,7.75,7.83,7.5,7.92,10.0,10.0,10.0,0.11,0,0,0,Mexico,1111.0,3.033154552983397,76.75,25.303689165627596,Low
116,Arabica,Africa,Uganda,2013.0,06/30/15,SL14,Green,Natural,7.75,7.92,7.67,7.67,8.25,7.75,10.0,10.0,10.0,0.12,0,0,1,Uganda,1100.0,1.4662288807336235,76.50999999999999,52.18148476363283,Low
117,Arabica,North America,United States,2012.0,04/06/13,Hawaiian Kona,,Natural,7.67,7.75,7.75,7.75,7.83,8.0,10.0,10.0,10.0,0.0,0,3,15,United States,760.0,3.175206100885427,67.75,21.337197601474585,Low
121,Arabica,Africa,Kenya,2014.0,06/01/16,SL34,Green,Washed,7.92,7.83,7.58,7.92,7.75,7.83,10.0,10.0,10.0,0.13,0,0,0,Kenya,762.0,3.4132938673832114,76.83,22.509049318657528,Low
122,Arabica,North America,Honduras,2014.0,04/25/15,Catuai,Green,Washed,7.83,7.75,8.0,7.67,7.67,7.67,10.0,10.0,10.0,0.11,0,0,4,Honduras,684.0,1.230074908331466,74.59,60.63858346739025,Low
126,Arabica,Asia,Indonesia,2016.0,11/24/17,Java,Green,Washed,7.92,7.83,7.75,7.75,7.75,7.75,10.0,10.0,10.0,0.12,0,0,7,Indonesia,367.0,1.890738855860649,73.25,38.741468592000345,Low
128,Arabica,North America,Costa Rica,2015.0,10/04/17,Catuai,Blue-Green,Washed,8.08,7.75,7.67,7.83,7.5,7.92,10.0,10.0,10.0,0.1,0,0,2,Costa Rica,746.0,1.6512292714600734,75.75,45.87491350187806,Low
129,Arabica,North America,Guatemala,2015.0,06/01/17,Bourbon,Green,Washed,7.75,7.83,7.58,8.0,7.92,7.75,10.0,10.0,10.0,0.1,0,0,1,Guatemala,759.0,10.489329404411109,76.33,7.276918958031837,Low
130,Arabica,North America,Costa Rica,2014.0,07/05/16,Caturra,Green,Washed,8.17,8.0,7.83,7.17,7.83,7.75,10.0,10.0,10.0,0.12,0,0,0,Costa Rica,746.0,1.6512292714600734,76.75,46.48052292104477,Low
131,Arabica,Africa,Ethiopia,2014.0,05/22/16,Ethiopian Yirgacheffe,,Washed,8.08,7.83,7.75,7.83,7.58,7.67,10.0,10.0,10.0,0.1,0,0,3,Ethiopia,1330.0,2.4390243902439024,75.24000000000001,30.848400000000005,Mid
132,Arabica,North America,Costa Rica,2014.0,05/22/16,Other,Green,Unknown,7.67,7.58,7.75,7.75,7.67,8.58,10.0,10.0,10.0,0.08,0,0,1,Costa Rica,746.0,1.6512292714600734,76.5,46.329120566253096,Low
133,Arabica,North America,Costa Rica,2014.0,03/05/15,Catuai,Green,Washed,8.0,7.58,7.83,7.75,7.75,7.75,10.0,10.0,10.0,0.11,0,0,4,Costa Rica,746.0,1.6512292714600734,74.66,45.21479923498635,Low
134,Arabica,North America,Costa Rica,2012.0,01/03/15,,Green,Washed,8.08,7.83,7.75,7.83,7.92,8.0,10.0,10.0,9.33,0.0,0,1,10,Costa Rica,746.0,1.6512292714600734,71.24000000000001,43.14361502143622,Low
136,Arabica,South America,Colombia,2013.0,12/20/14,Caturra,Green,Washed,7.75,7.83,7.75,7.83,7.75,7.83,10.0,10.0,10.0,0.0,0,0,0,Colombia,593.0,1.560655169120493,76.74,49.17165656987944,Low
137,Arabica,Africa,Kenya,2012.0,09/16/13,SL28,Bluish-Green,Washed,7.75,7.92,7.83,8.0,7.58,7.75,10.0,10.0,10.0,0.11,0,0,0,Kenya,762.0,3.4132938673832114,76.83,22.509049318657528,Low
138,Arabica,North America,Guatemala,2012.0,07/17/13,Bourbon,Green,Washed,8.0,7.83,7.67,7.83,7.67,8.0,10.0,10.0,10.0,0.11,0,0,4,Guatemala,759.0,10.489329404411109,75.0,7.150123435770834,Low
139,Arabica,North America,Guatemala,2012.0,07/03/13,Bourbon,Green,Washed,7.67,7.83,7.67,8.0,7.67,7.83,10.0,10.0,10.0,0.12,0,0,4,Guatemala,759.0,10.489329404411109,74.67,7.118662892653443,Low
140,Arabica,North America,Mexico,2012.0,07/02/13,Typica,,Washed,7.83,7.58,7.67,7.92,7.92,7.83,10.0,10.0,10.0,0.13,0,0,3,Mexico,1111.0,3.033154552983397,75.25,24.809154523954092,Low
141,Arabica,Africa,Uganda,2012.0,02/12/13,Other,Blue-Green,Washed,7.92,7.83,7.75,7.92,7.67,7.75,10.0,10.0,10.0,0.11,0,0,3,Uganda,1100.0,1.4662288807336235,75.34,51.3835193058698,Low
144,Arabica,Africa,Kenya,,01/11/19,SL34,Blue-Green,Washed,7.92,7.75,7.83,7.75,7.58,7.92,10.0,10.0,10.0,0.11,0,0,5,Kenya,762.0,3.4132938673832114,74.25,21.75318120409113,Low
145,Arabica,South America,Colombia,2016.0,01/10/18,Other,Blue-Green,Washed,7.83,7.67,7.58,7.92,7.67,7.83,10.0,10.0,10.0,0.0,0,0,4,Colombia,593.0,1.560655169120493,74.5,47.73636192932002,Low
146,Arabica,South America,Colombia,2016.0,12/28/17,Caturra,Green,Washed,7.92,7.83,7.58,8.0,7.83,7.67,10.0,10.0,10.0,0.0,1,0,5,Colombia,593.0,1.560655169120493,74.33,47.62743331820613,Low
147,Arabica,Africa,Kenya,2013.0,07/21/15,Peaberry,Bluish-Green,Washed,7.83,7.83,7.83,7.75,7.58,7.83,10.0,10.0,10.0,0.1,0,0,2,Kenya,762.0,3.4132938673832114,75.65,22.163342196491506,Low
148,Arabica,North America,Guatemala,2014.0,05/29/15,Pacas,Green,Washed,7.75,7.83,7.67,7.92,7.75,7.83,10.0,10.0,10.0,0.11,0,0,1,Guatemala,759.0,10.489329404411109,76.25,7.269292159700349,Low
149,Arabica,North America,Guatemala,2014.0,03/24/15,Bourbon,Green,Washed,8.0,7.92,7.67,7.58,7.58,7.67,10.0,10.0,10.0,0.09,0,0,0,Guatemala,759.0,10.489329404411109,76.42,7.285499106154763,Low
150,Arabica,South America,Colombia,2013.0,12/20/14,Caturra,,Washed,7.67,7.67,7.58,7.75,7.58,8.5,10.0,10.0,10.0,0.0,0,0,0,Colombia,593.0,1.560655169120493,76.75,49.178064135239076,Low
151,Arabica,South America,Colombia,2013.0,12/06/14,Caturra,,Washed,7.75,7.75,7.83,7.75,7.58,8.0,10.0,10.0,10.0,0.0,0,0,5,Colombia,593.0,1.560655169120493,74.16,47.51850470709225,Low
152,Arabica,Africa,Kenya,2013.0,08/30/14,SL28,Green,Washed,7.75,7.75,7.75,8.08,7.75,7.75,10.0,10.0,10.0,0.0,0,0,0,Kenya,762.0,3.4132938673832114,76.83,22.509049318657528,Low
153,Arabica,South America,Colombia,2012.0,07/17/14,Caturra,Green,Washed,7.67,7.83,7.83,8.0,7.58,7.92,10.0,10.0,10.0,0.0,0,0,2,Colombia,593.0,1.560655169120493,75.83,48.588568122152175,Low
154,Arabica,North America,Costa Rica,2012.0,03/12/14,Bourbon,Bluish-Green,Honey,7.75,7.83,7.75,8.0,7.83,7.67,10.0,10.0,10.0,0.12,0,0,2,Costa Rica,746.0,1.6512292714600734,75.83,45.9233622554114,Low
155,Arabica,South America,Colombia,2012.0,10/09/13,Caturra,Green,Washed,7.42,7.67,7.75,7.75,8.08,7.83,10.0,10.0,10.0,0.11,0,0,6,Colombia,593.0,1.560655169120493,73.5,47.09560539335599,Low
158,Arabica,North America,Costa Rica,2017.0,11/28/18,Caturra,Bluish-Green,Washed,7.92,7.67,7.92,7.75,7.67,7.58,10.0,10.0,10.0,0.1,0,0,2,Costa Rica,746.0,1.6512292714600734,75.50999999999999,45.72956724127805,Low
159,Arabica,Africa,Uganda,2016.0,03/14/18,SL14,Green,Washed,7.92,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,0.11,0,0,1,Uganda,1100.0,1.4662288807336235,76.17,51.94959736565041,Low
161,Arabica,North America,Costa Rica,2014.0,07/05/16,Caturra,Green,Washed,7.92,7.83,7.83,7.83,7.58,7.58,10.0,10.0,10.0,0.11,0,0,0,Costa Rica,746.0,1.6512292714600734,76.57,46.37151322559476,Low
162,Arabica,South America,Colombia,2015.0,06/04/16,Other,Green,Washed,8.08,7.67,7.83,7.83,7.67,7.67,10.0,10.0,10.0,0.12,0,1,0,Colombia,593.0,1.560655169120493,76.25,48.85768586725707,Low
164,Arabica,North America,Guatemala,2013.0,02/26/14,Bourbon,Green,Washed,8.17,7.83,7.67,7.83,7.67,7.83,10.0,10.0,10.0,0.11,0,0,2,Guatemala,759.0,10.489329404411109,76.0,7.245458414914446,Low
165,Arabica,Africa,Kenya,2012.0,09/16/13,SL28,Blue-Green,Washed,7.92,7.83,7.67,8.0,7.67,7.75,10.0,10.0,10.0,0.11,0,0,0,Kenya,762.0,3.4132938673832114,76.84,22.511979040031818,Low
166,Arabica,North America,Mexico,2012.0,07/11/13,Typica,Green,Washed,8.0,7.92,7.42,8.08,7.5,7.67,10.0,10.0,10.0,0.12,0,0,0,Mexico,1111.0,3.033154552983397,76.59,25.250938803849092,Low
167,Arabica,North America,Mexico,2012.0,06/06/13,Typica,,Washed,7.92,7.83,7.75,7.75,7.75,7.83,10.0,10.0,10.0,0.11,0,0,4,Mexico,1111.0,3.033154552983397,74.83,24.670684824285512,Low
168,Arabica,North America,Guatemala,2012.0,02/15/13,Bourbon,Green,Washed,7.67,8.0,7.67,8.0,7.5,7.83,10.0,10.0,10.0,0.11,0,0,2,Guatemala,759.0,10.489329404411109,75.67,7.213997871797054,Low
171,Arabica,North America,Costa Rica,2016.0,03/23/18,Caturra,Blue-Green,Washed,7.58,7.83,7.83,8.0,7.67,7.58,10.0,10.0,10.0,0.1,0,0,3,Costa Rica,746.0,1.6512292714600734,74.99000000000001,45.41465034331137,Low
172,Arabica,Asia,Indonesia,2017.0,03/14/18,Mandheling,Blue-Green,Unknown,7.67,7.67,7.83,7.58,7.83,7.83,10.0,10.0,10.0,0.0,0,0,3,Indonesia,367.0,1.890738855860649,74.91,39.61943224882929,Low
173,Arabica,South America,Colombia,2015.0,01/24/17,Caturra,Green,Natural,7.92,7.83,7.75,7.67,7.92,7.67,10.0,10.0,10.0,0.0,0,0,1,Colombia,593.0,1.560655169120493,76.26,48.86409343261671,Low
174,Arabica,South America,Colombia,2014.0,07/09/15,Caturra,Green,Washed,7.92,7.75,7.67,7.92,7.67,7.75,10.0,10.0,10.0,0.0,0,0,3,Colombia,593.0,1.560655169120493,75.18,48.17207637377556,Low
176,Arabica,North America,United States,2012.0,01/21/14,Hawaiian Kona,Blue-Green,Natural,7.92,7.92,7.5,7.83,7.5,7.92,10.0,10.0,10.0,0.11,0,0,1,United States,760.0,3.175206100885427,76.09,23.963798752711458,Low
177,Arabica,North America,Mexico,2012.0,06/06/13,Pacamara,,Washed,7.75,7.92,7.75,7.67,7.83,7.67,10.0,10.0,10.0,0.12,0,2,4,Mexico,1111.0,3.033154552983397,73.59,24.261869520502085,Low
